,Model,2019_04,2019_03,2019_02,2019_01,2018_12,2018_11,2018_10,2018_09,2018_08,2018_07,2018_06,2018_05,2018_04,2018_03,2018_02,2018_01,2017_12,2017_11,2017_10,2017_09,2017_08,2017_07,2017_06,2017_05,2017_04,2017_03,2017_02,2017_01,2016_12,2016_11,2016_10,2016_09,2016_08,2016_07,2016_06,2016_05,2016_04,2016_03,2016_02,2016_01,2015_12,2015_11,2015_10,2015_09,2015_08,2015_07,2015_06,2015_05,2015_04,2015_03,2015_02,2015_01,2014_12,2014_11,2014_10,2014_09,2014_08,2014_07,2014_06,2014_05,2014_04,2014_03,2014_02,2014_01,2013_12,2013_11,2013_10,2013_09,2013_08,2013_07,2013_06,2013_05,2013_04,2013_03,2013_02_YTD,2013_01,2012_12,2012_11,2012_10,2012_09,2012_08,2012_07,2012_06,2012_05,2012_04,2012_03,2012_02_YTD,2012_01,2011_12_error,2011_11,2011_10,2011_09,2011_08,2011_07,2011_06,2011_05,2011_04,2011_03,2011_02,2011_01
50,Subaru BRZ,287,318,242,259,349,301,254,284,383,297,316,364,412,369,270,235,297,256,271,301,337,372,429,437,444,439,344,204,214,235,330,300,302,353,347,383,466,425,425,361,413,376,374,301,498,525,550,606,494,495,334,330,416,408,435,506,720,724,557,852,820,857,617,592,705,756,780,704,868,706,789,679,812,905,883,,497,527,402,508,623,498,818,271,0,0,,,,,,,,,,,0,0,0,0
51,Mercedes-Benz C-Class,4054,5514,4812,4676,6799,5777,,4682,4071,3841,5742,5419,5148,4984,3947,4419,6500,6001,,6194,5304,4899,7116,6996,7821,8021,6145,6453,7345,7261,6227,6600,6125,6304,6867,6954,5645,6658,6102,5079,7023,7239,7283,7660,7154,6384,8316,7413,6665,7635,7072,6236,8224,9259,7412,6285,5151,5700,5607,5284,5114,5660,5621,5748,7229,7878,6548,6389,6701,7604,7639,8013,7338,8396,14516,,7756,73941,-57740,7872,6519,5663,6506,6649,6424,6342,11765,,,8358,7084,6865,4728,4554,4620,4936,5232,6542,4479,4172
52,Toyota C-HR,3656,5676,4743,4102,4297,3732,3683,4180,3823,3688,4331,4366,3923,5253,4420,3946,3866,3391,3638,3017,2901,3444,3100,1848,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
53,Kia Cadenza,117,147,113,151,198,151,207,201,249,200,268,344,510,767,652,760,896,889,1021,774,491,523,502,528,500,437,372,316,428,268,289,390,272,335,203,468,533,593,585,374,598,847,1018,859,322,410,359,526,598,783,640,383,548,482,608,1105,522,587,1035,990,895,868,700,927,844,913,1111,926,1677,1627,1001,466,61,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
54,Toyota Camry,29227,33615,24267,23802,29093,24545,26914,27640,30141,26311,28215,29965,29848,35264,30865,24638,43331,34991,26252,34732,37051,33827,29463,32547,31428,35648,27498,20313,33414,28189,29562,30707,32864,34122,32561,36916,34039,36991,32405,26848,37299,30945,34781,34487,37592,38435,37408,43837,34066,40800,32942,26763,31618,28846,33164,28507,44043,39888,40664,49584,38009,41953,28998,23332,29964,30386,29144,31871,44713,34780,35870,39216,31710,37663,63167,,31407,28765,29926,34252,36720,29913,32107,39571,36820,42568,62837,,33506,23440,22043,24851,30185,27016,21375,18830,30443,31464,27212,18145
55,Porsche Cayenne,1645,1647,1762,2150,1383,1294,1215,1157,143,266,568,536,1257,934,1051,1302,940,1347,1202,912,869,873,1010,1153,1257,1134,1156,1350,1099,1572,1206,1239,1209,1066,1215,1294,1466,1294,1328,1395,1229,1523,1454,1323,1470,1471,1312,1392,1773,1364,1046,1116,934,1619,712,1196,1485,1546,1300,1294,1839,1862,1260,1158,1379,1546,1669,1396,1435,1563,1823,1765,1750,1508,2673,,1565,1949,1697,1370,1358,1119,1032,1174,1376,1255,1650,,,1085,1032,930,882,1342,1009,1258,1578,1049,936,1047
56,Volkswagen CC,5,9,4,9,11,5,30,21,62,32,31,67,44,57,46,49,54,61,58,71,97,95,98,109,150,216,179,167,374,268,240,234,247,193,168,292,230,361,251,379,633,475,678,384,546,479,522,582,516,513,417,531,623,622,593,627,787,790,1003,1030,946,1129,964,881,909,1048,1289,1437,1693,1053,1209,1294,1655,1770,2315,,2196,2197,2238,1966,2094,2198,1859,1607,1136,1327,2828,,,1698,2025,1610,2371,3006,3157,3979,3163,2331,2329,1383
57,Dodge Challenger,4422,6562,3639,3230,4156,5022,5225,5462,4647,4837,6822,7005,5892,8150,6093,3405,4508,3860,3893,4780,6253,5333,6605,6989,6591,6225,6107,3393,5257,3908,4127,5881,5262,5391,5479,6677,6412,5369,5009,5661,4564,4297,5288,4882,5014,5321,6845,7438,6771,6110,5255,4592,4938,4157,4140,3619,4182,4294,4377,5748,5122,4882,3694,2458,2872,2757,3256,3932,4392,4271,5101,5537,4804,6132,8408,,3942,2868,2686,3230,3311,3631,4009,4816,4102,4304,6220,,,2996,3094,3330,3160,3509,3384,3418,3617,3989,3227,2526
58,Dodge Charger,6101,8858,6547,5210,7293,7309,6316,6879,5280,5743,6640,6869,6632,8504,7568,5193,6830,6047,8096,9230,9569,5426,6379,7518,6937,8236,6930,7153,7237,9138,6792,5804,8614,7528,6223,8142,8213,9817,9147,8782,8310,6804,8936,4781,6964,10077,7703,7777,9063,8828,10365,7025,8422,6569,6967,8624,8211,5539,8444,8277,8090,10816,8940,5200,10145,6985,7864,8713,7448,5200,9812,8270,7801,9386,16712,,7867,6316,4924,5863,5419,6440,8532,6735,7991,9644,12861,,,5099,3626,6794,4174,5344,7215,7830,8485,8986,3263,2062
59,Jeep Cherokee,14681,18262,16020,15138,20800,20296,18598,23836,21978,20210,22433,23789,16887,23764,12225,14621,19358,16551,16138,12775,11874,11818,11895,14635,14083,14589,13615,12551,16380,11479,13531,17990,23932,13772,16243,19208,17667,19170,13581,16783,24652,18218,17533,20759,17014,17142,18472,19669,19072,19033,14026,15154,17715,16945,15715,14639,18235,14827,13337,15992,15007,13796,11795,10505,15038,10169,579,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
60,Honda Civic,28436,33653,22979,21553,26384,21890,22450,24806,27677,26311,31345,34349,28399,32584,25816,23749,31406,31181,30319,35452,36482,36683,30909,31989,31211,31520,27039,23095,31482,25303,26359,28184,32807,32952,31810,35396,35331,32855,27707,26741,32796,25050,27789,28278,32031,31139,28727,34472,28380,26985,21038,18699,25337,23060,24154,22263,34032,30038,32301,36089,27611,27697,21575,21824,29000,26291,27328,22983,39458,32416,29724,30268,26453,27665,44594,,33118,30075,20687,21546,24897,25004,27500,33490,24423,28199,48970,,20545,17133,16173,13724,12083,14006,17485,18341,26777,31213,19121,14634
68,Mercedes-Benz CLA-Class,986,1366,1566,2278,1708,1832,5581,2377,1631,1424,2094,2257,1910,1949,1512,1994,2279,1884,1814,2034,1972,2181,2118,1310,1067,1079,1526,1405,1876,2070,2295,1845,1811,2284,2296,2310,2121,2242,1474,3168,1912,2611,1867,2089,2622,2439,2391,2816,2670,3129,2606,2491,2664,3898,2596,2531,2722,2378,1658,1214,1575,1725,1971,2433,3285,3623,4895,2310,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
69,Honda Clarity FCV,1079,1416,1281,1271,2857,1903,2100,2200,1689,1615,1575,1706,1212,1230,1234,853,1425,464,34,66,56,116,49,119,34,23,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
70,Jeep Compass,12697,14945,12063,10298,12745,11665,14083,16525,16339,12300,15142,17327,11521,17302,16026,10192,8743,9368,11207,11356,9305,7528,8311,5363,3520,2651,2737,3164,7954,6984,6207,6484,8867,9532,8840,9198,9421,8282,6021,6271,7260,9209,6787,7774,6891,6860,3885,4252,4124,5420,4669,4317,4946,4099,4301,4666,4749,5411,5302,8666,5367,5335,4354,4068,3534,3547,4176,4487,5249,5222,5034,5276,4465,5111,6892,,3131,2715,2486,3535,3756,4099,4070,3720,3616,3987,5120,,,4262,5179,4422,4400,4430,4763,4555,4050,3703,2267,1423
71,Mini Cooper,1741,2442,1681,1586,1619,2353,2096,2050,2252,2572,2673,2535,2350,2459,1708,1452,3070,2499,2466,2346,3083,2936,2980,2756,2522,3624,1964,1987,3636,3803,3002,2988,3651,3350,3478,3350,3538,3466,2251,2726,-517,6194,2845,3132,3429,3893,3885,3814,4150,4175,2719,2401,4545,3193,3082,2116,2366,3479,3238,3244,2176,1625,963,1358,3887,2509,3145,3636,4146,3513,4172,4033,3827,4141,4906,,4232,3640,4053,2897,3668,3822,4176,4377,4198,4287,5761,,,3338,3403,2792,2467,3428,3802,4091,4737,4358,2617,2065
72,Toyota Corolla,19679,24479,29016,25113,25439,21105,22020,20797,26155,26754,28168,29578,25896,31392,25021,21407,19969,19287,24667,32769,27644,28333,31051,32937,31104,32707,27161,21567,31211,28262,29735,44351,30741,31717,30950,34872,32111,32556,28092,23612,33692,25285,29359,27989,31726,30249,30645,36768,31990,35532,27839,27357,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
73,Mini Countryman,880,1327,998,871,1178,1175,1070,1411,1548,1724,1473,1691,1381,2072,1357,1485,1541,1539,1203,1390,1365,1462,1430,1307,955,1362,188,1122,853,867,941,1031,1312,1422,1429,1236,1249,1281,581,504,2148,1260,1219,1180,1398,1203,2041,1768,1244,1542,938,745,1941,1545,2035,1908,2412,2183,1956,2315,2045,1861,1370,1074,2055,1435,2239,1191,1631,2211,2089,1771,1864,1761,3078,,2224,1608,1835,2002,2050,2033,1819,1776,1533,1579,2553,,,1412,2012,1207,642,1283,1426,1710,1709,1729,886,686
74,Honda CR-V,28344,31824,26304,29152,42079,31488,27825,30587,34610,32844,33306,35905,28323,31868,25852,24334,37002,32223,27791,30983,30986,31811,28404,32186,32671,32872,31898,29287,37778,25758,30306,31884,36517,36017,29615,29359,28913,26730,25250,19208,31185,25931,29032,29925,34771,31785,28349,32090,29452,27618,22298,23211,32369,32378,29257,23722,34079,28522,26129,32430,28485,28657,20759,18232,28759,23509,22554,21439,34654,27226,26572,27298,26519,26897,38477,,25733,22333,20205,22268,23877,20554,23282,25186,23627,30868,43719,,21586,16426,19326,19604,16572,13943,15493,16307,21683,21998,19096,16339
75,Honda CR-Z,1,,1,,1,1,1,,1,,3,1,5,,9,,0,0,0,,0,,0,65,85,129,118,89,160,146,168,165,222,272,235,234,253,163,128,192,316,236,316,310,333,270,204,246,216,255,175,196,224,188,205,248,342,356,302,389,369,354,318,267,384,295,325,264,483,384,393,427,405,451,739,,243,244,244,335,392,330,409,296,334,536,829,,,305,289,537,745,878,966,1557,1819,1685,1091,894
76,Subaru CrossTrek,9319,9704,8257,8236,11295,10625,11049,12376,11900,12664,14360,,12266,13400,10625,9437,12302,10151,10871,12491,12823,7972,7822,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
77,Mazda CX-3,1019,1201,1081,971,1144,988,1052,1219,1481,1388,2332,1823,1135,1728,1259,1350,1582,1514,1278,1453,1436,1481,1213,1537,1147,1251,1279,1184,1646,1355,1550,1513,1492,1499,1512,1570,1504,1748,1792,1376,1663,1323,1382,1340,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
78,Mazda CX-5,9592,13465,13377,10652,13741,10882,9271,10538,12970,12208,12710,14173,11312,16138,13216,13463,14097,10610,10306,12440,11631,11402,9550,11819,11334,8470,7836,8068,11989,8865,8942,9385,10612,10831,9227,9951,8826,8965,7579,7063,11417,8756,9264,9107,10033,9530,9373,10717,8960,10899,7445,5949,7721,7220,5991,8097,10709,9109,7943,9291,6835,11855,9353,4998,6721,6323,5834,6280,8506,7825,6856,7128,6262,7116,10693,,5956,4213,3778,4468,4665,4208,4551,3973,3521,3629,357,,,,,,,,,,,,,0
79,Mazda CX-9,1618,2136,2422,1860,2840,2385,1848,1986,2276,2206,2381,2509,2138,3066,2286,2336,3276,2499,1971,1850,1801,2318,1699,1982,2134,2550,2157,1591,2594,1994,1842,1834,1863,2243,1904,616,71,117,461,512,1202,1202,1484,1559,1753,1591,1577,1924,1321,1489,1677,1269,1749,1437,1241,1227,1911,1678,1441,1602,1314,1813,1593,1490,1539,1306,1352,1514,2161,2084,2015,1972,1694,4281,4710,,3353,2285,1465,2000,2252,1979,1831,1724,1523,1913,4117,,,2662,2465,4201,2708,2640,2429,1795,2750,3635,2876,2054
80,Dodge Dart,2,2,3,3,2,5,3,11,11,23,27,29,26,87,82,83,139,128,172,258,430,822,994,1195,1286,1578,1683,1397,1525,2203,2407,2767,2898,2523,3305,4514,4392,5349,6239,5280,5867,7201,6520,7218,6343,5704,6702,8667,8571,9572,7407,8136,6881,9012,7202,6923,8390,7483,7225,8644,6024,6135,4888,5051,5449,6486,5617,7922,6901,6064,6437,7448,8099,8091,14874,,6105,4489,5456,5235,3045,772,202,0,0,0,,,,,,,,,,0,0,0,0,0
81,Land Rover Discovery / LR4,572,1185,1039,819,1037,714,938,829,864,833,780,704,611,1036,829,667,1038,819,703,777,813,848,845,146,31,183,68,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
82,Land Rover Discovery Sport,919,1332,1283,912,1512,1248,1159,813,793,765,921,932,759,1182,691,1260,1466,1209,782,1173,1211,1272,1014,904,928,1722,1137,1369,1659,1139,1099,1201,1038,1163,1054,630,894,2002,1324,1040,1674,1180,1356,1140,881,481,312,440,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
83,Dodge Durango,6171,6626,6105,4288,5997,5026,5383,6583,5354,4882,5344,6222,4923,5870,5218,5145,5547,5385,5148,6207,4522,5314,6206,7346,6357,6506,5516,4707,5796,4934,4651,4224,5204,4964,6497,6185,6434,7651,5933,6001,7826,5644,5134,4703,5111,5511,4693,6084,5518,6121,4793,3585,6119,5413,4855,4564,5765,4807,4983,6071,5608,6629,5456,4128,5376,5581,5120,4964,6246,5135,4590,4759,5386,5441,8129,,5216,4091,3230,2986,2884,2736,3295,3848,3257,4590,6456,,,3947,3864,4923,5222,5364,5827,4358,5064,4392,2731,1199
84,Mercedes-Benz E / CLS-Class,3372,3712,3424,3258,5042,5181,4186,4072,2251,2252,3435,3625,3945,4024,4312,4099,5385,4735,4681,4166,3710,3876,4316,4068,4059,4690,3471,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
85,Jaguar E-Pace,314,563,490,447,727,479,465,408,647,327,355,342,252,1755,146,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
86,Mitsubishi Eclipse Cross,920,3143,4291,1563,1597,1169,1206,914,858,775,807,851,655,604,49,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
87,Hyundai Elantra,16586,15866,10304,9942,15076,18148,18312,19923,15475,13753,17858,20762,14044,17323,15724,14017,21350,19060,14733,14401,15127,13287,13297,16407,16346,25063,15954,13185,19556,15796,15917,19382,20733,20629,22414,22168,12361,17505,11973,9885,14242,17634,15868,20724,22405,22135,26613,23432,21911,28794,15708,12240,18860,14002,12758,18848,22845,22213,17168,21867,20225,21518,16393,15326,21692,16751,14876,19691,24700,23958,22163,25090,24445,26153,28393,,19024,15923,14512,18305,17989,18512,17655,18877,16836,19681,24720,,13025,12414,13000,14386,15054,15181,19992,20006,22100,19255,12289,9659
88,Lexus ES,3499,4922,3324,3144,5385,4222,4531,5206,4686,4551,3592,3828,3218,3938,2685,2640,5047,3911,3365,4230,6404,6641,4666,4228,3400,4626,2709,2171,6239,4097,4190,4543,5840,5497,5060,5373,4442,5792,3826,3400,7856,4725,5426,5195,7286,5440,4742,5553,4701,5773,4192,4080,7782,5884,5932,5722,7692,6326,5508,6523,6036,6784,4360,3959,8213,6295,5997,4866,7628,6089,5680,5890,5122,6798,10003,,7987,6066,5971,6553,7557,3759,18265,0,0,0,,,,4731,4300,3627,3887,2850,16596,0,0,0,0,0
89,Audi eTron,253,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
90,Jaguar F-Pace,1038,1730,1345,1465,1595,1632,1437,904,1124,808,1093,1157,1059,0,1002,1186,1708,1450,1444,1356,1681,1748,1501,1440,1377,2187,1596,1458,1822,1525,1240,809,1222,1609,1123,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
91,Jaguar F-Type,177,176,280,282,197,146,186,189,202,129,175,155,148,207,224,310,391,376,275,279,247,232,327,409,406,492,344,330,388,269,393,273,386,354,306,281,295,426,365,333,430,432,400,354,436,425,451,369,274,335,422,301,448,377,342,329,378,501,428,431,92,287,322,177,185,222,353,172,401,341,417,159,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
92,Honda Fit,3247,3238,1745,1405,768,678,920,1507,2545,3818,4810,4976,3987,4250,3834,2937,3434,2799,3172,4073,3043,4804,4444,5105,4871,5060,3764,3078,4425,4309,4641,5068,5370,5432,5034,5706,5132,4771,3647,3095,4197,3018,1363,1279,2901,4332,4669,6342,6529,6640,5652,5802,6450,6421,6851,6628,6051,5115,3698,3485,4197,4201,3121,3122,4617,4140,3735,3981,6452,5047,5055,4667,4286,4602,6931,,3680,3315,3773,4660,5020,4608,4584,3879,3202,4559,8066,,,3307,2822,5734,2959,4857,4912,5921,8116,6955,4200,4314
96,Subaru Forester,14782,14205,13133,13318,17642,16066,15981,13453,15435,13759,13964,14530,13679,14616,11640,10848,17441,14662,13430,13262,15528,15283,15440,16280,14761,15803,12820,12853,18015,14596,15330,15883,19658,14856,12029,15309,14490,14284,12239,11904,16797,13655,15172,15364,17565,15811,14058,15157,13977,14967,11459,11210,15163,13879,12971,12584,16432,14524,13317,14146,11547,13846,10773,10771,13229,13410,12581,10620,13163,9841,10170,10068,9366,9050,12094,,8764,5703,5309,6066,6956,6453,7233,7323,5666,6192,10682,,,5829,5385,6592,6429,6218,5466,5193,6714,7629,6334,5806
97,Kia Forte,7336,8466,6953,5955,7709,9756,9537,6470,6472,7546,10209,11261,9199,9381,7662,6688,7922,8363,9219,10631,10693,12022,11387,11081,10496,10289,8506,6267,7560,8111,8013,8256,8307,10303,9170,9910,9740,10406,8187,5329,5411,5010,5198,5388,6862,7868,7907,8584,7183,7537,5549,6422,5306,5047,5190,4517,5759,5566,5846,7196,7624,7048,5513,4724,4302,4423,4706,4618,6469,7277,6620,7177,5212,5931,9411,,4276,4266,5911,6912,7300,6216,7461,7782,7053,8381,10123,,,4136,4712,5458,6677,7560,8191,8129,8535,7533,5304,5330
98,Smart ForTwo,85,90,58,83,122,100,95,98,108,103,126,,93,110,106,105,166,130,140,241,229,182,226,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-521,521,0,0,0,0,0,0,0,0,0,0,,,,9013,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
99,Nissan Frontier,4258,7868,6291,6062,7492,6278,6302,8718,4573,4582,6856,6938,5082,8932,7992,5901,5880,7053,6219,5111,4637,7647,8144,7756,6347,6973,4736,3857,6069,5105,6364,7596,9537,7244,8166,7941,7509,8198,6834,6363,5693,5099,4764,4617,3645,4194,4437,5439,5827,7128,6106,5868,6060,6332,6568,6853,6770,5797,5722,6662,5697,7140,5791,4931,5411,6003,5242,4662,6588,5615,5413,6570,5155,6818,5360,,3688,3882,3051,4354,4464,6611,5651,5480,4148,6087,8019,,,4324,4305,4331,4843,4832,4429,4674,3404,4609,3527,2796
100,Mercedes-Benz G-Class,546,701,1165,427,445,768,,139,201,162,263,294,317,360,295,349,471,198,,351,402,363,399,423,368,395,288,322,453,326,196,251,302,308,362,387,392,349,286,338,541,334,303,209,267,254,260,302,300,340,275,231,375,294,233,202,248,252,280,324,274,299,187,122,199,223,194,137,238,230,231,242,188,250,362,,168,251,160,83,143,64,50,68,82,88,173,,,59,80,119,131,114,146,109,88,99,91,100
101,Genesis G70,844,817,819,596,229,128,,1,,,,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
102,Genesis G80,632,475,533,473,305,217,,303,477,498,642,840,786,1049,1086,1243,1542,1408,,1367,1484,1339,1276,1355,1065,1347,1255,1350,1354,1005,1109,1201,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
103,Genesis G90,129,159,176,155,80,72,,115,136,117,154,236,242,337,277,370,406,368,,369,319,305,337,397,316,408,327,468,379,301,92,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
104,Alfa Romeo Giulia,746,858,646,531,873,912,801,756,957,858,979,1175,1123,1284,853,948,1011,756,726,916,916,1104,992,883,634,484,411,70,29,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
105,Mercedes-Benz GLA-Class,1770,1871,1247,1603,2397,2411,2093,2436,1315,1322,1722,1905,2011,2254,1860,2410,2580,2288,2219,2440,1994,2223,2081,1025,1339,1714,2194,2007,2351,2227,2560,2032,1058,1502,1750,2085,2137,2205,1597,3041,2200,2721,2025,2125,2169,2040,2177,2386,2081,1918,1873,1878,2074,1812,2007,991,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
106,Jeep Gladiator,314,43,70,,,,,,,,,,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
107,Mercedes-Benz GLC-Class,5378,6282,4176,4908,7294,6199,5649,6070,4926,4446,6608,6424,5853,6064,5403,4793,6152,5357,4245,4662,4498,4002,3729,3737,3305,3126,2765,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
108,Mercedes-Benz GLE-Class,2566,2196,2197,2142,3734,3988,3671,3807,3622,4447,3318,3657,4110,4573,3595,3488,5823,4914,4817,4583,3750,3879,4824,4631,4468,4919,4017,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
109,Mercedes-Benz GLS-Class,1678,2423,1587,2007,2664,2761,2142,1554,1469,1184,1356,1553,1794,1974,1840,1682,2998,2869,2920,2922,2610,2403,2656,2864,2265,2938,2467,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
110,Volkswagen Golf,3682,3942,2070,1774,2425,2488,3005,3333,3593,3170,3552,4027,4666,4870,3601,3541,4529,4276,4697,5685,5961,5583,5880,7203,7187,6369,5842,5766,8968,6484,5137,4585,4840,5351,4606,4475,5108,4495,3645,3993,5715,4110,5716,5251,7075,6717,6145,6308,5508,4643,3921,4199,4406,3992,4076,3487,3799,2446,2528,1793,1798,1989,1649,1712,1852,2243,2249,2127,3010,2666,2602,3052,2607,2854,5669,,2854,2709,2914,3250,4268,4007,4093,3878,3876,3633,5403,,,2376,2545,2509,3236,3530,3311,3492,3382,3106,2472,2004
174,Dodge Grand Caravan,7483,15806,12521,7113,9694,10188,11110,13829,13039,7289,16267,15487,11880,16292,16443,10409,6623,8550,2431,3113,17109,7503,16210,13786,9817,15602,13682,10770,6687,6696,11563,8020,10572,12617,13473,11135,13203,12925,9832,10955,11720,10926,13524,9165,10330,9012,7512,6320,6126,5960,6293,4665,11253,8842,9986,11275,11257,9473,12457,14232,13352,14165,10570,7290,11226,9614,11609,10946,12569,8583,10225,12974,9783,11110,15380,,14160,8578,10603,13488,16428,9247,10901,12418,11183,13700,20762,,11879,6053,7100,10203,12172,6485,10822,9427,8793,9560,10555,7813
